design_id,design_name,budget,theme,style,layers,difficulty,primary_flower,secondary_flower,accent_flower,primary_color,secondary_color,accent_color,diameter_ft,estimated_time_hr,people_required,occasion,description,flower_diversity,color_diversity,estimated_flower_cost
562,Nature Pookalam 52,1100,Nature,Lotus,5,Hard,Chethi,Chrysanthemum,Daisy,Pink,Purple,Red,8,3.4,3,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,76.19
563,Nature Pookalam 53,1800,Nature,Butterfly,4,Medium,Rose,Tuberose,Jasmine,Pink,White,Purple,6,3.4,4,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,100.07
564,Nature Pookalam 54,725,Nature,Peacock,6,Medium,Daisy,Lotus,Chrysanthemum,Orange,Yellow,Green,5,4.5,3,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,119.07
565,Nature Pookalam 55,1200,Nature,Peacock,4,Hard,Chrysanthemum,Lotus,Jasmine,Green,Yellow,Red,4,3.2,2,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,108.18
566,Nature Pookalam 56,775,Nature,Butterfly,4,Easy,Orchid,Chethi,Tuberose,Yellow,Pink,White,5,3.0,6,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,167.76
567,Nature Pookalam 57,1725,Nature,Butterfly,8,Easy,Tuberose,Orchid,Daisy,White,Orange,Red,4,5.0,6,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,243.15
568,Nature Pookalam 58,1750,Nature,Lotus,8,Medium,Rose,Daisy,Chrysanthemum,Pink,White,Orange,9,5.4,6,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,120.64
569,Nature Pookalam 59,1500,Nature,Butterfly,9,Easy,Tuberose,Chethi,Orchid,Green,Yellow,Red,4,5.5,5,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,181.86
570,Nature Pookalam 60,1250,Nature,Butterfly,7,Hard,Daisy,Marigold,Chrysanthemum,Yellow,Pink,Green,5,4.3,5,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,90.5
571,Wild Pookalam 11,1575,Wild,Peacock,7,Hard,Lotus,Chethi,Chrysanthemum,Pink,Green,Yellow,6,5.0,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,160.78
572,Wild Pookalam 12,1350,Wild,Lotus,4,Easy,Jasmine,Chethi,Tuberose,Purple,Orange,Yellow,9,3.3,2,Competition,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,102.16
573,Wild Pookalam 13,1025,Wild,Circular,5,Easy,Rose,Lotus,Chrysanthemum,Green,Orange,Yellow,7,3.7,5,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,114.04
574,Wild Pookalam 14,1150,Wild,Circular,9,Easy,Chethi,Orchid,Lotus,Yellow,Orange,Green,8,5.6,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,260.0
575,Wild Pookalam 15,1750,Wild,Lotus,8,Medium,Rose,Chrysanthemum,Chethi,Pink,Red,Green,4,5.1,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,138.13
576,Wild Pookalam 16,1650,Wild,Star,4,Easy,Daisy,Marigold,Orchid,Pink,Yellow,White,5,3.4,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,80.18
577,Wild Pookalam 17,1300,Wild,Lotus,9,Medium,Daisy,Chethi,Marigold,Purple,Red,White,4,5.1,5,Competition,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,112.94
578,Wild Pookalam 18,1075,Wild,Star,4,Hard,Tuberose,Chethi,Orchid,Orange,Purple,Red,9,3.3,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,129.28
579,Wild Pookalam 19,825,Wild,Peacock,7,Medium,Chrysanthemum,Daisy,Chethi,Red,Orange,Yellow,8,4.4,2,Competition,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,94.13
580,Wild Pookalam 20,825,Wild,Star,9,Medium,Rose,Marigold,Chrysanthemum,Red,Pink,Purple,8,5.8,6,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,153.92
581,Wild Pookalam 21,800,Wild,Peacock,4,Medium,Daisy,Jasmine,Tuberose,Yellow,Purple,Pink,9,3.7,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,85.26
582,Wild Pookalam 22,1425,Wild,Circular,7,Medium,Tuberose,Daisy,Jasmine,Purple,Green,White,4,4.8,2,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,122.98
583,Wild Pookalam 23,950,Wild,Star,9,Hard,Chrysanthemum,Jasmine,Daisy,Green,White,Yellow,5,5.4,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,142.21
584,Wild Pookalam 24,1775,Wild,Star,4,Easy,Marigold,Daisy,Jasmine,Green,Red,Orange,6,3.1,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,71.24
585,Wild Pookalam 25,775,Wild,Star,6,Easy,Orchid,Marigold,Rose,Green,Yellow,White,5,4.5,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,182.94
586,Wild Pookalam 26,925,Wild,Circular,9,Easy,Lotus,Marigold,Orchid,Red,Orange,Purple,7,5.8,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,276.78
587,Wild Pookalam 27,750,Wild,Peacock,6,Easy,Rose,Marigold,Daisy,Purple,Red,Pink,8,3.8,5,Home,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,105.45
588,Wild Pookalam 28,1075,Wild,Peacock,7,Easy,Rose,Tuberose,Lotus,Purple,White,Red,6,5.0,2,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,121.2
589,Wild Pookalam 29,1500,Wild,Peacock,5,Medium,Rose,Chrysanthemum,Jasmine,Yellow,White,Pink,4,3.9,5,Home,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,105.42
590,Wild Pookalam 30,1050,Wild,Star,8,Hard,Jasmine,Orchid,Daisy,Pink,Red,Yellow,6,5.2,3,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,219.02
591,Wild Pookalam 31,1075,Wild,Lotus,6,Medium,Rose,Lotus,Tuberose,Purple,White,Orange,6,3.8,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,140.1
592,Wild Pookalam 32,1775,Wild,Peacock,6,Hard,Chrysanthemum,Lotus,Daisy,Purple,White,Green,5,3.8,5,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,127.48
593,Wild Pookalam 33,1275,Wild,Lotus,5,Hard,Chrysanthemum,Jasmine,Lotus,Yellow,Pink,Orange,9,3.5,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,116.73
594,Wild Pookalam 34,1125,Wild,Peacock,9,Easy,Rose,Daisy,Tuberose,Orange,White,Green,7,5.5,2,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,121.73
595,Wild Pookalam 35,1075,Wild,Star,5,Medium,Chethi,Lotus,Jasmine,Red,Pink,Orange,9,3.4,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,141.85
596,Wild Pookalam 36,1950,Wild,Circular,4,Easy,Chethi,Lotus,Marigold,Red,Yellow,Green,9,3.1,4,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,94.5
597,Wild Pookalam 37,1425,Wild,Lotus,4,Hard,Lotus,Orchid,Chrysanthemum,Pink,Purple,White,5,3.6,3,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,177.04
598,Wild Pookalam 38,1675,Wild,Circular,7,Hard,Chethi,Chrysanthemum,Tuberose,Green,White,Orange,8,5.0,3,Home,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,106.87
599,Wild Pookalam 39,1775,Wild,Lotus,6,Hard,Jasmine,Daisy,Rose,Purple,Orange,Pink,7,4.3,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,127.06
600,Wild Pookalam 40,1025,Wild,Peacock,4,Medium,Rose,Daisy,Chethi,Green,White,Yellow,9,3.2,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,85.77
601,Wild Pookalam 41,1900,Wild,Peacock,5,Hard,Lotus,Chethi,Rose,Yellow,Pink,Red,9,3.9,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,146.52
602,Wild Pookalam 42,1900,Wild,Star,6,Medium,Chrysanthemum,Daisy,Chethi,Orange,Red,Yellow,9,4.4,3,School,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,84.01
603,Wild Pookalam 43,775,Wild,Circular,8,Easy,Daisy,Jasmine,Chethi,Yellow,Green,Purple,8,4.9,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,141.37
604,Wild Pookalam 44,1000,Wild,Peacock,7,Medium,Chethi,Orchid,Daisy,Orange,Purple,Green,6,4.5,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,184.87
605,Wild Pookalam 45,1175,Wild,Lotus,5,Easy,Jasmine,Marigold,Orchid,Purple,Red,Yellow,7,4.0,4,Competition,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,168.61
606,Wild Pookalam 46,1225,Wild,Peacock,5,Medium,Orchid,Daisy,Tuberose,Pink,Purple,Orange,6,4.0,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,198.33
607,Wild Pookalam 47,1700,Wild,Peacock,7,Hard,Daisy,Rose,Tuberose,Red,Green,Pink,5,4.6,3,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,99.12
608,Wild Pookalam 48,1025,Wild,Peacock,7,Medium,Marigold,Daisy,Orchid,Purple,Pink,White,4,5.0,2,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,151.87
609,Wild Pookalam 49,1100,Wild,Lotus,5,Hard,Lotus,Daisy,Chethi,Green,Orange,White,6,3.4,4,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,131.0
610,Wild Pookalam 50,900,Wild,Peacock,6,Hard,Marigold,Daisy,Rose,Green,Orange,Purple,6,4.4,4,Competition,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,85.2
611,Wild Pookalam 51,1775,Wild,Peacock,9,Medium,Daisy,Lotus,Chethi,Orange,Red,Pink,6,5.2,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,175.79
612,Wild Pookalam 52,1275,Wild,Peacock,5,Easy,Tuberose,Rose,Daisy,Orange,Yellow,Green,9,4.1,4,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,105.41
613,Wild Pookalam 53,1850,Wild,Peacock,9,Medium,Chethi,Rose,Tuberose,Purple,Red,Orange,8,5.6,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock design arrangement,3,3,136.29
614,Wild Pookalam 54,1900,Wild,Lotus,9,Hard,Jasmine,Chethi,Orchid,Pink,Orange,White,8,5.3,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,218.35
615,Wild Pookalam 55,850,Wild,Circular,5,Hard,Daisy,Chethi,Lotus,Orange,Pink,Red,8,3.9,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a circular arrangement,3,3,89.31
616,Wild Pookalam 56,1400,Wild,Lotus,5,Hard,Lotus,Orchid,Marigold,Green,Orange,Pink,8,3.5,4,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a lotus arrangement,3,3,179.84
617,Wild Pookalam 57,1750,Wild,Star,4,Medium,Daisy,Marigold,Lotus,Orange,Red,Green,6,3.4,4,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,87.89
618,Wild Pookalam 58,850,Wild,Star,7,Easy,Jasmine,Lotus,Chrysanthemum,Orange,Green,Red,7,4.6,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,158.59
619,Wild Pookalam 59,1650,Wild,Star,5,Hard,Lotus,Marigold,Chrysanthemum,Orange,Yellow,Purple,9,3.9,6,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a star arrangement,3,3,114.98
620,Wild Pookalam 60,1900,Wild,Peacock,7,Easy,Rose,Lotus,Orchid,Purple,Pink,Red,8,5.0,5,Onam,Wild-inspired Onam Pookalam with vibrant natural motifs in a peacock arrangement,3,3,189.2
